base,Cpu,Mem,BMC,seahorn_total,Result
dblclockfft_butterfly_ck1-p351.btor,2.81,423,,,
dblclockfft_butterfly_ck1-p352.btor,2.80,423,,,
zipcpu_zipcpu_piped-p218.btor,2.43,423,,,
dblclockfft_butterfly_ck1-p354.btor,2.69,423,,,
zipcpu_zipcpu_piped-p214.btor,2.40,423,,,
zipcpu_zipcpu_piped-p219.btor,2.43,423,,,
zipcpu_zipcpu_piped-p224.btor,2.41,423,,,
zipcpu_zipcpu_piped-p267.btor,2.52,423,,,
zipcpu_zipcpu_piped-p223.btor,2.52,423,,,
dblclockfft_butterfly_ck1-p359.btor,2.81,423,,,
dblclockfft_butterfly_ck1-p375.btor,2.74,423,,,
dblclockfft_butterfly_ck1-p372.btor,2.79,423,,,
zipcpu_zipcpu_piped-p262.btor,2.47,420,,,
dblclockfft_butterfly_ck1-p386.btor,2.75,423,,,
dblclockfft_butterfly_ck1-p420.btor,2.75,423,,,
dblclockfft_butterfly_ck1-p422.btor,2.62,423,,,
zipcpu_zipcpu_piped-p226.btor,2.55,413,,,
dblclockfft_butterfly_ck1-p428.btor,2.70,423,,,
zipcpu_zipcpu_dcache-p028.btor,5.20,476,,,
zipcpu_zipcpu_dcache-p034.btor,5.10,476,,,
zipcpu_zipcpu_dcache-p041.btor,5.32,476,,,
zipcpu_zipcpu_dcache-p071.btor,5.25,476,,,
zipcpu_zipcpu_dcache-p072.btor,5.09,476,,,
zipcpu_zipcpu_dcache-p059.btor,5.21,476,,,
zipcpu_zipcpu_dcache-p079.btor,5.21,476,,,
zipcpu_zipcpu_dcache-p068.btor,5.31,476,,,
dblclockfft_butterfly_ck1-p432.btor,2.76,423,,,
zipcpu_zipcpu_dcache-p082.btor,4.91,476,,,
zipcpu_zipcpu_piped-p275.btor,2.54,423,,,
zipcpu_zipcpu_piped-p323.btor,2.27,423,,,
zipcpu_zipcpu_dcache-p085.btor,5.31,473,,,
dblclockfft_butterfly_ck1-p434.btor,2.67,423,,,
zipcpu_zipcpu_piped-p295.btor,2.58,423,,,
zipcpu_zipcpu_piped-p288.btor,2.40,423,,,
dblclockfft_butterfly_ck2_r0-p043.btor,2.21,423,,,
dblclockfft_butterfly_ck2_r0-p048.btor,2.16,423,,,
zipcpu_zipcpu_piped-p309.btor,2.54,423,,,
zipcpu_zipcpu_piped-p308.btor,2.44,423,,,
zipcpu_zipcpu_piped-p315.btor,2.58,423,,,
dblclockfft_butterfly_ck1-p454.btor,2.80,423,,,
dblclockfft_butterfly_ck1-p436.btor,2.77,423,,,
dblclockfft_butterfly_ck1-p455.btor,2.79,423,,,
dblclockfft_butterfly_ck2_r0-p061.btor,2.25,423,,,
zipcpu_zipcpu_dcache-p088.btor,4.58,476,,,
zipcpu_zipcpu_piped-p327.btor,2.09,423,,,
zipcpu_zipcpu_dcache-p097.btor,4.46,468,,,
dblclockfft_butterfly_ck2_r0-p064.btor,1.86,423,,,
zipcpu_zipcpu_dcache-p138.btor,4.26,476,,,
zipcpu_zipcpu_dcache-p126.btor,4.37,476,,,
zipcpu_zipcpu_piped-p330.btor,1.89,423,,,
zipcpu_zipcpu_dcache-p141.btor,4.33,476,,,
zipcpu_zipcpu_dcache-p090.btor,4.72,476,,,
zipcpu_zipcpu_dcache-p158.btor,4.15,476,,,
zipcpu_zipcpu_dcache-p159.btor,3.80,476,,,
zipcpu_zipcpu_dcache-p164.btor,3.40,476,,,
dblclockfft_butterfly_ck2_r0-p075.btor,2.19,423,,,
dblclockfft_butterfly_ck2_r0-p134.btor,2.11,423,,,
dblclockfft_butterfly_ck2_r0-p129.btor,2.04,423,,,
dblclockfft_butterfly_ck2_r0-p095.btor,2.07,417,,,
dblclockfft_butterfly_ck2_r0-p100.btor,2.10,407,,,
dblclockfft_butterfly_ck2_r0-p106.btor,2.05,423,,,
dblclockfft_butterfly_ck2_r0-p096.btor,2.17,423,,,
dblclockfft_butterfly_ck2_r0-p103.btor,2.21,423,,,
dblclockfft_butterfly_ck2_r0-p101.btor,2.12,423,,,
dblclockfft_butterfly_ck2_r0-p098.btor,2.13,406,,,
zipcpu_zipcpu_piped-p378.btor,2.30,423,,,
dblclockfft_butterfly_ck2_r0-p152.btor,2.08,423,,,
zipcpu_zipcpu_piped-p351.btor,2.49,422,,,
zipcpu_zipcpu_piped-p350.btor,2.56,423,,,
zipcpu_zipcpu_piped-p342.btor,2.48,423,,,
zipcpu_zipcpu_piped-p389.btor,2.44,423,,,
zipcpu_zipcpu_piped-p344.btor,2.42,423,,,
zipcpu_zipcpu_piped-p372.btor,2.40,423,,,
zipcpu_zipcpu_piped-p390.btor,2.49,423,,,
zipcpu_zipcpu_piped-p347.btor,2.33,423,,,
zipcpu_zipcpu_piped-p381.btor,2.34,423,,,
zipcpu_zipcpu_dcache-p211.btor,5.09,476,,,
zipcpu_zipcpu_dcache-p179.btor,5.07,476,,,
zipcpu_zipcpu_dcache-p237.btor,5.10,476,,,
zipcpu_zipcpu_dcache-p229.btor,5.02,476,,,
zipcpu_zipcpu_dcache-p238.btor,5.02,476,,,
zipcpu_zipcpu_dcache-p209.btor,4.95,476,,,
zipcpu_zipcpu_dcache-p192.btor,5.28,476,,,
zipcpu_zipcpu_dcache-p242.btor,5.16,475,,,
zipcpu_zipcpu_dcache-p236.btor,5.20,475,,,
zipcpu_zipcpu_dcache-p199.btor,5.26,476,,,
dblclockfft_butterfly_ck2_r0-p171.btor,2.18,423,,,
dblclockfft_butterfly_ck2_r0-p185.btor,2.08,423,,,
zipcpu_zipcpu_dcache-p286.btor,5.32,476,,,
dblclockfft_butterfly_ck2_r0-p188.btor,2.12,423,,,
dblclockfft_butterfly_ck2_r0-p159.btor,2.21,423,,,
dblclockfft_butterfly_ck2_r0-p155.btor,2.15,423,,,
dblclockfft_butterfly_ck2_r0-p168.btor,2.20,423,,,
zipcpu_zipcpu_piped-p442.btor,2.30,423,,,
dblclockfft_butterfly_ck2_r0-p173.btor,2.17,423,,,
zipcpu_zipcpu_piped-p423.btor,2.45,423,,,
zipcpu_zipcpu_piped-p399.btor,2.40,423,,,
zipcpu_zipcpu_piped-p448.btor,2.30,423,,,
zipcpu_zipcpu_piped-p431.btor,2.41,423,,,
zipcpu_zipcpu_piped-p466.btor,2.54,423,,,
zipcpu_zipcpu_piped-p472.btor,2.19,423,,,
zipcpu_zipcpu_dcache-p351.btor,4.68,456,,,
zipcpu_zipcpu_dcache-p340.btor,4.66,458,,,
zipcpu_zipcpu_dcache-p360.btor,4.75,476,,,
zipcpu_zipcpu_dcache-p362.btor,4.63,476,,,
zipcpu_zipcpu_dcache-p301.btor,4.72,476,,,
zipcpu_zipcpu_dcache-p293.btor,4.90,476,,,
zipcpu_zipcpu_dcache-p304.btor,4.99,476,,,
dblclockfft_butterfly_ck2_r0-p239.btor,2.23,423,,,
dblclockfft_butterfly_ck2_r0-p232.btor,2.13,423,,,
dblclockfft_butterfly_ck2_r0-p218.btor,2.17,423,,,
dblclockfft_butterfly_ck3_r0-p029.btor,1.80,423,,,
zipcpu_zipcpu_piped-p475.btor,2.57,423,,,
zipcpu_zipcpu_piped-p476.btor,2.53,423,,,
dblclockfft_butterfly_ck3_r0-p021.btor,1.81,423,,,
dblclockfft_butterfly_ck3_r0-p042.btor,1.85,423,,,
zipcpu_zipcpu_piped-p481.btor,2.56,423,,,
zipcpu_zipcpu_piped-p479.btor,2.47,423,,,
dblclockfft_butterfly_ck2_r0-p249.btor,2.29,423,,,
dblclockfft_butterfly_ck2_r0-p253.btor,2.27,423,,,
zipcpu_zipcpu_piped-p516.btor,2.56,423,,,
zipcpu_zipcpu_piped-p518.btor,2.52,423,,,
zipcpu_zipcpu_piped-p520.btor,2.53,423,,,
zipcpu_zipcpu_piped-p509.btor,2.64,423,,,
zipcpu_zipcpu_piped-p525.btor,2.47,423,,,
dblclockfft_butterfly_ck3_r0-p048.btor,1.86,423,,,
dblclockfft_butterfly_ck3_r0-p051.btor,1.78,423,,,
zipcpu_zipcpu_dcache-p388.btor,4.83,476,,,
zipcpu_zipcpu_dcache-p407.btor,4.87,475,,,
zipcpu_zipcpu_dcache-p377.btor,4.81,476,,,
dblclockfft_butterfly_ck3_r0-p052.btor,1.70,423,,,
zipcpu_zipcpu_dcache-p428.btor,4.30,476,,,
zipcpu_zipcpu_piped-p528.btor,2.17,423,,,
zipcpu_zipcpu_dcache-p429.btor,4.50,476,,,
zipcpu_zipcpu_dcache-p440.btor,4.33,476,,,
zipcpu_zipcpu_dcache-p438.btor,4.35,476,,,
zipcpu_zipcpu_piped-p529.btor,2.26,423,,,
zipcpu_zipcpu_dcache-p451.btor,4.40,476,,,
zipcpu_zipcpu_dcache-p504.btor,3.55,476,,,
zipcpu_zipcpu_dcache-p506.btor,3.35,476,,,
zipcpu_zipcpu_dcache-p476.btor,4.08,476,,,
