index,cycles
picorv32_mutAX_mem-p0.btor,2204.0
picorv32_mutAX_mem-p7.btor,2048.0
picorv32_mutAY_mem-p5.btor,2213.0
picorv32_mutAY_mem-p6.btor,1889.0
picorv32_mutAY_mem-p8.btor,2399.0
picorv32_mutBX_mem-p1.btor,1939.0
picorv32_mutBX_mem-p2.btor,1875.0
picorv32_mutBX_mem-p5.btor,1787.0
picorv32_mutBX_mem-p6.btor,2247.0
picorv32_mutBX_mem-p7.btor,2052.0
picorv32_mutBY_mem-p4.btor,2205.0
picorv32_mutBY_mem-p8.btor,2231.0
picorv32_mutCX_mem-p0.btor,2331.0
picorv32_mutCX_mem-p3.btor,2251.0
picorv32_mutCX_mem-p7.btor,2191.0
picorv32_mutCY_mem-p1.btor,2274.0
picorv32_mutCY_mem-p3.btor,2130.0
picorv32_mutCY_mem-p8.btor,2262.0
