index,btor_time,status
VexRiscv-regch0-15-p0.btor,5.538,unsat
VexRiscv-regch0-15-p1.btor,7.327,unsat
VexRiscv-regch0-20-p0.btor,0.056,unsat
picorv32-check-p01.btor,3.656,unsat
picorv32-check-p06.btor,3.213,unsat
picorv32-check-p08.btor,4.65,unsat
picorv32-check-p09.btor,1.928,unsat
picorv32-check-p10.btor,4.239,unsat
picorv32-check-p14.btor,2.571,unsat
picorv32-check-p18.btor,4.605,unsat
ponylink-slaveTXlen-unsat.btor,0.103,unsat
zipcpu-zipmmu-p00.btor,5.247,unsat
zipcpu-zipmmu-p01.btor,4.255,unsat
zipcpu-zipmmu-p06.btor,2.127,unsat
zipcpu-zipmmu-p26.btor,3.56,unsat
zipcpu-zipmmu-p28.btor,3.647,unsat
zipcpu-zipmmu-p29.btor,5.826,unsat
zipcpu-zipmmu-p31.btor,2.199,unsat
zipcpu-zipmmu-p34.btor,2.556,unsat
zipcpu-zipmmu-p41.btor,3.508,unsat
