index,cycles
VexRiscv-regch0-15-p0.btor,11468.0
VexRiscv-regch0-15-p1.btor,14494.0
VexRiscv-regch0-20-p0.btor,14139.0
picorv32-check-p01.btor,5169.0
picorv32-check-p06.btor,4132.0
picorv32-check-p08.btor,4760.0
picorv32-check-p09.btor,5049.0
picorv32-check-p10.btor,5449.0
picorv32-check-p14.btor,5621.0
picorv32-check-p18.btor,4366.0
ponylink-slaveTXlen-unsat.btor,63659.0
zipcpu-zipmmu-p00.btor,6225.0
zipcpu-zipmmu-p01.btor,6263.0
zipcpu-zipmmu-p06.btor,5990.0
zipcpu-zipmmu-p26.btor,6023.0
zipcpu-zipmmu-p28.btor,5419.0
zipcpu-zipmmu-p29.btor,5358.0
zipcpu-zipmmu-p31.btor,6106.0
zipcpu-zipmmu-p34.btor,6126.0
zipcpu-zipmmu-p41.btor,5072.0
