index,btor_time
marlann_compute_fail1-p0.btor,0.012
marlann_compute_fail1-p1.btor,0.016
marlann_compute_fail1-p2.btor,0.016
marlann_compute_fail2-p1.btor,0.029
marlann_compute_fail2-p2.btor,0.013
