index,cycles
marlann_compute_fail1-p0.btor,1814.0
marlann_compute_fail1-p1.btor,1833.0
marlann_compute_fail1-p2.btor,1851.0
marlann_compute_fail2-p1.btor,1989.0
marlann_compute_fail2-p2.btor,1989.0
